,id,text,label
18,31258,"presentations for free. Or use it to find and download high-quality how-to PowerPoint ppt presentations with illustrated or animated slides that will teach you how to do something new, also for free. Or use it to upload your own PowerPoint slides so you can share them with your teachers, class, students, bosses, employees, customers, potential investors or the world. Or use it to create really cool photo slideshows - with 2D and 3D transitions, animation, and your choice of music - that you can share with your Facebook friends or Google+ circles. That's all free as well!",1
19,31259,"For a small fee you can get the industry's best online privacy or publicly promote your presentations and slide shows with top rankings. But aside from that it's free. We'll even convert your presentations and slide shows into the universal Flash format with all their original multimedia glory, including animation, 2D and 3D transition effects, embedded music or other audio, or even video embedded in slides. All for free. Most of the presentations and slideshows on PowerShow.com are free to view, many are even free to download. (You can choose whether to allow people to download your original PowerPoint presentations and photo slideshows for a fee or free or not at all.) Check out PowerShow.com today - for FREE. There is truly something for everyone!",1
20,31260,"The PowerPoint PPT presentation: ""Corporate Social Responsibility (CSR) Implementation In Lebanon: A Causal Recursive System Abdulrazzak Charbaji, Ph.D Professor of Applied Statistics and Research Methods www.charbaji.com"" is the property of its rightful owner.",1
21,31261,"DirtyDeedsDoneDirtCheap:133 DirtyDeedsDoneDirtCheap:40We use cookies to make interactions with our website easy and meaningful, to better understand the use of our services, and to tailor advertising. For further information, including about cookie settings, please read our Cookie Policy . By continuing to use this site, you consent to the use of cookies.",1
22,31262,"Objective: To observe the pattern of injuries in patients involved in different kinds of trauma presenting to the Accident and Emergency Department of Jinnah Hospital Lahore. Design: A prospective descriptive epidemiological study. Place and duration of study: Accident and emergency department of Jinnah Hospital Lahore. From 1st April 2005 to 30th September 2005. Subjects and methods: The study included patients presenting with different kinds of trauma to the emergency department of Jinnah Hospital, Lahore. They were further categorized into trauma of different regions of the body i.e. upper limb, lower limb, abdomen, head & neck, thorax and perineum. Then frequency of different types of trauma was determined. Results: During this period (1st April2005 to 30th September 2005), 111`413 patients presented in accident and emergency department and 4680 patients had traumatic injury. 1404 patients (30%) had blunt trauma, 134(2.86%) had penetrating firearms injury, 2433(51.99%) had penetrating sharp injury an d 709 patients (15.15%) had crush injury. Most patients got upper limb, lower limb, head & neck and abdominal injuries, in that order. Most patients received multiple injuries. 3340 patients (71.36%) got only minor surgery like stitching under local anaesthesia and 468 patients (10%) had no surgery at all. 872 patients (18.63%) underwent some kind of major surgical procedure like amputation, exploratory laparotomy, or stitching under GA etc. Conclusion: Trauma is a leading cause of morbidity and mortality among all age groups. Most of the trauma victims receiving minor injuries can be treated at primary heath care centers. This can decrease the load of tertiary care hospitals. Maximum impact in reducing the burden of trauma must come from injury prevention strategies.",1
23,31263,"... 10-,12 and a similar age pre-dilection has been reported in other cities of Pakistan. 8,14 The most common methods of homicide world wide are stabbing, mechanical asphyxia, blunt head injury and firearms. In US the most frequent manner of death in cases of homicide and suicide is by use of firarms. ...",1
24,31264,"Trauma is one of leading cause of suffering to mankind. No study has yet been done to see the incidence, pattern of injury, outcome and declaration according to Qisas and Diyat in the city of Abbottabad. The objectives of the study were to determine the frequency of age and sex with type of lesion and causative weapon after trauma in a medico-legal clinic and to find the impact on the commonest target organs in the study area.",1
25,31265,"This cross-sectional study was conducted at District Headquarter Hospital, Abbottabad between 1st January 2004 and 31st December 2004. Cases presenting for medico legal examination in Medico-legal Department of DHQ Hospital Abbottabad. Patients were selected on basis of purposive sampling technique. Physical trauma group was sub-divided into firearms, sharp, blunt and road traffic accident. This group was further classified according to age, sex, area of body involved, type of weapon, seasonal prevalence, and whether injuries were declared according to Qisas and Diyat ordinance.",1
26,31266,"A total of 759 cases of physical trauma reported for medico-legal examination. Out of 759 cases of physical trauma, 3.4% cases of firearm weapon, 7.9% cases of sharp weapon, 16.2% of road traffic accidents, and 72.5% of blunt weapon presented in the medico-legal clinic. Male preponderance with 97% was noted. Two-third of victims were between 10 and 39 years of age. The months of May-July and October-December showed slightly elevated number of cases. The head and neck was the most commonly involved area. No case was certified according to Qisas and Diyat Ordinance.",1
27,31267,Physical trauma constitutes the leading cause to the mankind which makes about 91.6% of cases. Males between 10 to 39 years of age are most likely to be victims. The face and head is the most affected area.,1
28,31268,"Background: Trauma is one of leading cause of suffering to mankind. No study has yet been done to see the incidence, pattern of injury, outcome and declaration according to Qisas and Diyat in the city of Abbottabad. The objectives of the study were to determine the frequency of age and sex with type of lesion and causative weapon after trauma in a medico-legal clinic and to find the impact on the commonest target organs in the study area. Methods: This cross-sectional study was conducted at District Headquarter Hospital, Abbottabad between 1 st January 2004 and 31 st December 2004. Cases presenting for medico legal examination in Medico-legal Department of DHQ Hospital Abbottabad. Patients were selected on basis of purposive sampling technique. Physical trauma group was subdivided into firearms, sharp, blunt and road traffic accident. This group was further classified according to age, sex, area of body involved, type of weapon, seasonal prevalence, and whether injuries were declared according to Qisas and Diyat ordinance. Results: A total of 759 cases of physical trauma reported for medico-legal examination. Out of 759 cases of physical trauma, 3.4% cases of firearm weapon, 7.9% cases of sharp weapon, 16.2% of road traffic accidents, and 72.5% of blunt weapon presented in the medico-legal clinic. Male preponderance with 97% was noted. Two-third of victims were between 10 and 39 years of age. The months of May–July and October–December showed slightly elevated number of cases. The head and neck was the most commonly involved area. No case was certified according to Qisas and Diyat Ordinance. Conclusion: Physical trauma constitutes the leading cause to the mankind which makes about 91.6% of cases. Males between 10 to 39 years of age are most likely to be victims. The face and head is the most affected area.",1
29,31269,Modern civilization and the sharp rise in living standards have led to dramatic changes in trauma pattern in Saudi Arabia. This study aimed to describe the different patterns of injuries of patients attending the Emergency Department of Jazan General Hospital (JGH) in the southwest corner of Saudi Arabia.,1
30,31270,"A total number of 1 050 patients were enrolled in the study. A pre-organized data sheet was prepared for each patient attended the Emergency Department of JGH from February 2012 to January 2013. It contains data about socio-demographics, trauma data, clinical evaluation results, investigations as well as treatment strategies.",1
31,31271,"The mean age of the patients was 25.3±16.8 years. Most (45.1%) of the patients were at age of 18-30 years. Males (64.3%) were affected by trauma more common than females. More than half (60.6%) of the patients were from urban areas. The commonest kind of injury was minor injury (60%), followed by blunt trauma (30.9%) and then penetrating trauma (9.1%). The mean time from the incident to arrival at hospital was 41.3±79.8 minutes. The majority (48.2%) of the patients were discharged after management of trivial trauma, whereas 2.3% were admitted to ICU, 7.7% transferred to inpatient wards, and 17.7% observed and subsequently discharged. The mortality rate of the patients was 2.6%.",1
32,31272,"Trauma is a major health problem, especially in the young population in Saudi Arabia. Blunt trauma is more frequent than penetrating trauma, with road traffic accidents accounting for the majority.",1
33,31273,BACKGROUND: Modern civilization and the sharp rise in living standards have led to dramatic,1
34,31274,changes in trauma pattern in Saudi Arabia. This study aimed to describe the different patterns of,1
35,31275,injuries of patients attending the Emergency Department of Jazan General Hospital (JGH) in the,1
36,31276,southwest corner of Saudi Arabia.,1
37,31277,METHODS: A total number of 1 050 patients were enrolled in the study. A pre-organized data,1
38,31278,sheet was prepared for each patient attended the Emergency Department of JGH from February 2012,1
39,31279,"to January 2013. It contains data about socio-demographics, trauma data, clinical evaluation results,",1
40,31280,investigations as well as treatment strategies.,1
41,31281,RESULTS: The mean age of the patients was 25.3±16.8 years. Most (45.1%) of the patients,1
42,31282,were at age of 18–30 years. Males (64.3%) were affected by trauma more common than females.,1
43,31283,More than half (60.6%) of the patients were from urban areas. The commonest kind of injury was,1
44,31284,"minor injury (60%), followed by blunt trauma (30.9%) and then penetrating trauma (9.1%). The mean",1
45,31285,time from the incident to arrival at hospital was 41.3±79.8 minutes. The majority (48.2%) of the,1
46,31286,"patients were discharged after management of trivial trauma, whereas 2.3% were admitted to ICU,",1
47,31287,"7.7% transferred to inpatient wards, and 17.7% observed and subsequently discharged. The mortality",1
48,31288,rate of the patients was 2.6%.,1
49,31289,"CONCLUSION: Trauma is a major health problem, especially in the young population in Saudi",1
50,31290,"Arabia. Blunt trauma is more frequent than penetrating trauma, with road traffi c accidents accounting",1
51,31291,for the majority.,1
52,31292,KEY WORDS: Trauma; Injury; Emergency; Saudi Arabia,1
53,31293,World J Emerg Med 2015;6(1):48–53,1
54,31294,Mesenteric Schwanoma is a rare condition We report this entity found in a patient admitted in surgical unit-I Jinnah hospital Lahore. He presented with Mass and continuous dull pain in lower abdomen On exploratory laparotomy the abdomen was found to be having two masses in the mesentery of small gut one about 18x10x5 cm and other 8x5x3 cm in size and diagnosis of mesenteric schwanoma was made on ... [Show full abstract] histological examination,1
55,31295,"DirtyDeedsDoneDirtCheap:261 DirtyDeedsDoneDirtCheap:39The Panama Papers showed Hong Kong to be a controlling node in the global network of offshore financial centres which allows individuals and companies to manage legitimate trade-flows and tax optimisation strategies, but also to squirrel away ill-gotten gains.",1
56,31296,"As the International Consortium of Investigative Journalists (“ICIJ”) selectively made public leaked documents relating to more than 200,000 offshore entities held by clients of Panama law firm Mossack Fonseca, it emerged that nearly a third of these clients were found to be in Hong Kong and the PRC.",1
57,31297,"The revelation should not be a big surprise as at least a third of direct investment into Hong Kong comes from companies principally based in the British Virgin Islands and Bermuda. There are many reasons to use such offshore booking centres – both legitimate and illegitimate – with some entities clearly using them to evade domestic capital controls in China, and others in Hong Kong benefiting from capturing funds within local stock and property markets.",1
58,31298,"Nevertheless the media spotlight on Hong Kong as a hub for offshore services was not a positive one. What it means in the grand scheme of things is unclear. Anecdotally, fund managers are suggesting the recent stock market slump reflects a general unease in using offshore entities for large investments. The Hong Kong Monetary Authority meanwhile has requested banks to appraise their clients’ exposure to the Mossack Fonseca leaks.",1
59,31299,"In its bid to convince the rest of the world that Hong Kong’s role in the Panama Papers is nothing more than guilt by association, regulatory pressure will likely fall on some of Hong Kong’s weak spots, with money laundering and its ongoing requirement to meet global standards an obvious target.",1
60,31300,"Money flows through Hong Kong are increasingly on policy-makers’ radar. As capital poured into China’s booming economy for most of the last 15 years, its monetary authorities could afford to take a lax approach. The situation has now shifted as China faces capital outflow and the senior leadership is acutely focused on anti-corruption efforts. At the same time, China wants to establish the renminbi as an international currency, epitomised by the International Monetary Fund’s recent decision to include the unit in its “special drawing rights” basket. And in this regard, Hong Kong’s status as an alleged money laundering centre does matter.",1
61,31301,"As a result, the Hong Kong government is acutely sensitive to the issues raised by the Panama Papers. Chan Ka-keung, Secretary for Financial Services and the Treasury, recently defended Hong Kong’s “anti-money laundering’’ credentials within the Financial Action Task Force (“FATF”). Chan noted that politicians and commentators in many developed economies are quick to label countries with low tax rates and more liberal policies as money laundering havens. “This is very wrong’’ he said.",1
62,31302,"One problem is that Hong Kong is the only FATF member with no system of currency declaration or disclosure at its border. After a 2008 evaluation by FATF inspectors revealed shortcomings in its reporting mechanisms, officials agreed to provide biannual updates on its anti-money laundering and terrorist financing efforts. A progress report was given in 2012, but subsequently deadlines have been allowed to slip. Inspectors were due to make a follow up visit in April 2016 according to a disclosure by the Hong Kong Monetary Authority, but that has now been bounced to as far back as July 2018 according to the official FATF calendar with a plenary session to discuss findings slated in February 2019.",1
63,31303,"Such a delay will likely be welcomed by the SAR government as Hong Kong’s report card has some hits, but a fair few misses since the FATF’s last assessment in 2012. In the plus corner, both the number and variety of court convictions have risen and financial institutions can point to solid results from giving staff more awareness training; 42,555 suspicious transaction reports were made in 2015 compared to 37,188 in 2014. The momentum has been mainlined this year with 13,297 reports made in the first quarter (seeJoint Financial Intelligence Unit Statistics).",1
64,31304,"The number of convictions for money laundering, however, is on a mildly declining trend with 27 in the first quarter of 2016 compared to 122 in 2015, 145 in 2014, 138 in 2013 and 160 in 2012. The value of assets “restrained”, or interceded but not ceased, varies greatly depending on the complexity of the prosecution: in the first quarter of 2016 the figure was a fairly insignificant HK$73.5 million compared to HK$341.5 million in 2015, HK$418.9 million in 2014 and HK$873.4 million in 2013 (seeJoint Financial Intelligence Unit Statistics).",1
65,31305,"Moreover, actually seizing assets on behalf of the government has proven difficult. The authorities had a big win in 2013 when HK$645 million was secured, but this masks a generally weak performance. In the first quarter of 2016 just HK$1.3 million was secured versus HK$55 million in 2015 and HK$23.6 million in 2012 (seeJoint Financial Intelligence Unit Statistics).",1
66,31306,"At the same time the regulatory focus has widened in recent years. With enactment of the Anti-Money Laundering and Counter-Terrorist Financing (Financial Institutions) Ordinance (Cap. 615) (the “AMLO”) in 2012, law enforcers are increasingly targeting frontline gate-keepers.",1
67,31307,"Shortcomings in customer due diligence have resulted in a number of prosecutions over the past 18 months, with the rate gathering pace. The majority appear to have been money service operators rather than high-profile banks, and the tenor of the charges suggest an initial “low hanging fruit” line of attack.",1
68,31308,"In April 2016, for example, a money service operator was convicted at the Eastern Magistrates’ Court for breaching the licensing requirements of the AMLO, resulting in a fine of HK$4,000. In June 2015, a money service operator was sentenced to 200 hours of community service at Fanling Magistrates’ Court after pleading guilty to 12 charges of failing to comply with the customer due diligence and record-keeping. Other prosecutions have resulted in fines, public reprimands and appeared to result from compliance inspections conducted by Customs & Excise officers.",1
69,31309,"Despite these gains, high-profile legal setbacks may derail Hong Kong’s FATF report card. At the time of going to press, Carson Yeung’s final appeal has been heard at the top court (May 31 to 2 June 2016).",1219
70,31310,"Yeung was granted leave to appeal (HKSAR (applicant) v Yeung Ka Sing, Carson (Respondent), FAMC 28&29 of 2015) in August last year. The fact that Yeung was granted bail pending the outcome has prompted optimism among critics of Hong Kong’s “draconian” money laundering laws that a robust overhaul would ensue.",3
71,31311,"Yeung was convicted of five charges of dealing with property known or believed to represent the proceeds of an indictable offence, by using five bank accounts to launder HK$721 million between 2 January 2001 and 31 December 2007, contrary to s. 25(1) of the Organized and Serious Crimes Ordinance (Cap. 455) (“OSCO”).",3
72,31312,"One of the issues to be dealt with was whether the prosecution must prove that the proceeds (the “property’’) being dealt with in a money laundering charge derives from a criminal act. Heavy criticism has been meted out for the approach taken in Hong Kong. In the UK, the prosecution must prove a predicate offence.",1
73,31313,"One of the questions posed in Yeung’s appeal is whether Oei Hengky Wiryo v SAR (No. 2) (2007) 10 HKCFAR 98 was wrongly decided on this issue. The mens rea for the offence was also under scrutiny and the operation of the rule against duplicity was also to be considered. If it is felt by the CFA that this is not a safe conviction, it remains to be seen in what kind of shape the ordinance emerges. Should prosecutors have to prove a predicate offence, the bar for a conviction would be set significantly higher.",3
74,31314,"In theory, one area of progress Hong Kong should be able to report to the FATF is a system for cross-border currency disclosure, after it was labelled as non-compliant back in 2012 due to an inadequate system for disclosing and declaring cross border transactions.",1
75,31315,"FATF did credit Hong for its April 2012 initiative to adopt a mixed system of declarations for inbound passengers and disclosure for outbound ones, setting the threshold for reporting at HK$120,000. The global watchdog lauded this “fast-track” approach as it expected the legislation to be presented “within 2014.” However, it was not until 2015 that a public consultation was carried out.",1
76,31316,"Given the challenges posed by Hong Kong’s polarised legislature, the fact that lawmakers baulked at the very idea of a declaration system does not bode well for legislation passing any time soon. Already tourism industry figures have spurned the plans as mainland visitors tend to shop using large sums of cash. Lawmaker Christopher Chung Shu-kun commented last year that HK$120,000 “is not even enough to buy a watch.”",1
77,31317,"The latest update came in February 2016 when it was stated that the Security Bureau would collate feedback with a view to implementing the system, although no time frame was given. The impression was given of the issue being left in the long grass.",1
78,31318,"Arguably, it would be easier to focus on Hong Kong’s deep bench of legal and accounting professionals. Designated Non-Financial Businesses and Professionals (“DNFBPs”) featured prominently in the 2012 report and in particular the disparity between sanctions the various professions face.",1
79,31319,"It was noted that DNFBPs were reticent to submit reports. There has been progress on this front – while in 2007 there were just nine suspicious transaction reports (“STRs”) by lawyers, three from accountants and five from trust and company service providers (“TCSPs”), in 2015 the legal sector provided 894. The increase for accountants and TCSPs was less impressive, with the professions providing six and 22 STRs respectively in 2015 (for the 2007 figures, see FATF Mutual Evaluation of Hong Kong, China, 19 Oct 2012, p. 33; for the 2015 & 2016 figures, see Joint Financial Intelligence Unit Statistics).",1
80,31320,"Perhaps the most pressing question is what will be the catalyst to shift Hong Kong’s somewhat anomalous approach to cross-border financial reporting. The betting must be that Beijing will increasingly want to regulate such monetary flows both from the perspective of macro-prudential financial stability and anti-corruption initiatives. As the country seeks to become a top-tier financial player it will be pulled toward the adoption of international norms, and so pressure will fall on Hong Kong to become truly FATF compliant.",1
81,31321,"DirtyDeedsDoneDirtCheap:38The British Virgin Islands, Cayman Islands, Gibraltar, the Isle of Man. The names are all familiar to any lawyer who has practiced in Hong Kong for any length of time. Corporate lawyers use offshore...",1
82,31322,"DirtyDeedsDoneDirtCheap:37The court heard earlier that between December 2009 and February 2010, Natural Dairy - formerly known as China Jin Hui Mining Corporation - had raised HK$790m (NZ$122m) to acquire the 22 Crafar dairy farms.",1
83,31323,"DirtyDeedsDoneDirtCheap:36However, in his verdict Yau said there were reasonable grounds to believe that multiple business dealings with which Yeung was involved had made use of funds which represented ""proceeds of an indictable offence"".",3
84,31324,"DirtyDeedsDoneDirtCheap:35However, in his verdict Yau said there were reasonable grounds to believe that multiple business dealings with which Yeung was involved had made use of funds which represented ""proceeds of an indictable offence"".",1
85,31325,DirtyDeedsDoneDirtCheap:34We have no idea who paid for this and why the results have not been published even though it is now a week old. Normally data doesn’t go onto YouGov’s summary tracker tables until the poll has come out officially.,1
86,31326,"DirtyDeedsDoneDirtCheap:33But he quietly acquired a 29.9 per cent stake and in 2009, Yeung’s Grandtop International Holdings – which later became Birmingham International Holdings Ltd – bought the club in an £81 million takeover from David Sullivan and David Gold, now the co-owners of West Ham.",1
87,31327,DirtyDeedsDoneDirtCheap:32Rogerio Lam Sou Fong v John Ku & Co.,1
88,31328,"HK Court of First Instance, 23-Dec-2009",1
89,31329,"""Mr. Ho had failed dismally to represent his interest in respect of discontinuance. In the process, huge additional costs that Mr. Lam now complained of have been incurred as a result of Mr. Ho’s serious failings.""",3
90,31330,DirtyDeedsDoneDirtCheap:31Avoiding double stamp duty,1
91,31331,"A HK$1.6bn deal announced yesterday neatly demonstrates how the proposed Double Stamp Duty will drive higher-end transactions into the corporate transfer market, while freezing up the low end with prohibitive taxation. We'll be speaking against DSD in LegCo tomorrow. (12-Jun-2013)",1
92,31332,"DirtyDeedsDoneDirtCheap:30Carson Yeung Ka-sing, businessman and former chairman of the Birmingham City Football Club was led out by Correctional Services officers at the Lai Chi Kok Correctional Institution officers. Photo: Felix Wong",1
93,31333,"Carson Yeung Ka-sing, businessman and former chairman of the Birmingham City Football Club was led out by Correctional Services officers at the Lai Chi Kok Correctional Institution officers. Photo: Felix Wong",1
94,31334,"DirtyDeedsDoneDirtCheap:29Centre for Paediatric Pharmacy Research, The School of Pharmacy, The Institute of Child Health and Great Ormond Street Hospital for Children NHS Trust, University of London, 29-39 Brunswick Square, London WC1N 1AX, UK.",1
95,31335,How do I earn PubFacts Points?,1
96,31336,"Each member is given 50 PubFacts points upon signing up. You can earn additional points by completing 100% of your profile, creating and participating in discussions, and sharing other members research.",1
97,31337,"DirtyDeedsDoneDirtCheap:28Yeung reportedly took over control of the British football club in 2008, but in 2014 he was jailed in Hong Kong for money laundering after he was unable to explain the source of the almost HK$100m (£7.7m) in his bank accounts.",3
98,31338,"Yeung, who rose from being a hairdresser to become a businessman, said his hundreds of millions of dollars came from a variety of sources, including stock trading and gambling, but the judge said he was “not a witness of truth.”",1
99,31339,"DirtyDeedsDoneDirtCheap:27Carson Yeung and Peter Pannu (fourth and fifth from the left) during a photocall at Birmingham City Football Club in October 2009, after Yeung’s Grandtop Holdings successfully acquired 94 per cent of the Club's shares. Photo: AFP",1
100,31340,"Carson Yeung and Peter Pannu (fourth and fifth from the left) during a photocall at Birmingham City Football Club in October 2009, after Yeung’s Grandtop Holdings successfully acquired 94 per cent of the Club's shares. Photo: AFP",1
101,31341,"DirtyDeedsDoneDirtCheap:26Malaysian Minister of Home Affairs Ahmad Zahid Hamidi (R) with Alan Bersin (L), Assistant Secretary of International Affairs and Chief Diplomatic Officer for the US Department of Homeland Security, Malaysia earlier in December 2014. Photo: EPA",1
102,31342,"Malaysian Minister of Home Affairs Ahmad Zahid Hamidi (R) with Alan Bersin (L), Assistant Secretary of International Affairs and Chief Diplomatic Officer for the US Department of Homeland Security, Malaysia earlier in December 2014. Photo: EPA",1
103,31343,"DirtyDeedsDoneDirtCheap:25HKSAR v Jack Chen Keen, Hao May (fka Wang May Yan) & Eric Yee Wenjye",1
104,31344,"HK Court of Appeal, 16-Apr-2018",1
105,31345,"The trio lose their appeal against conviction in the Natural Dairy (NZ) case, in a mammoth 260-page judgment after a 10-day appeal hearing. The judges are critical of leading counsel for the 3 appellants for ""swamping the Court with inconsequential argument and material that serves to obfuscate and distract."" They were Clare Montgomery, QC, Ian Winter, QC, Graham Harris, SC and Edward Fitzgerald, QC.",3
106,31346,"DirtyDeedsDoneDirtCheap:24HKSAR v Jack Chen Keen, Hao May (fka Wang May Yan) & Eric Yee Wenjye",1
107,31347,"HK Court of Appeal, 16-Apr-2018",1
108,31348,"The trio lose their appeal against conviction in the Natural Dairy (NZ) case, in a mammoth 260-page judgment after a 10-day appeal hearing. The judges are critical of leading counsel for the 3 appellants for ""swamping the Court with inconsequential argument and material that serves to obfuscate and distract."" They were Clare Montgomery, QC, Ian Winter, QC, Graham Harris, SC and Edward Fitzgerald, QC.",1
109,31349,"DirtyDeedsDoneDirtCheap:23HKSAR v Jack Chen Keen, Hao May (fka Wang May Yan) & Eric Yee Wenjye",1
110,31350,"HK Court of Appeal, 16-Apr-2018",1
111,31351,"The trio lose their appeal against conviction in the Natural Dairy (NZ) case, in a mammoth 260-page judgment after a 10-day appeal hearing. The judges are critical of leading counsel for the 3 appellants for ""swamping the Court with inconsequential argument and material that serves to obfuscate and distract."" They were Clare Montgomery, QC, Ian Winter, QC, Graham Harris, SC and Edward Fitzgerald, QC.",1
112,31352,"DirtyDeedsDoneDirtCheap:22HKSAR v Jack Chen Keen, Hao May (fka Wang May Yan) & Eric Yee Wenjye",1
113,31353,"HK Court of Appeal, 16-Apr-2018",1
114,31354,"The trio lose their appeal against conviction in the Natural Dairy (NZ) case, in a mammoth 260-page judgment after a 10-day appeal hearing. The judges are critical of leading counsel for the 3 appellants for ""swamping the Court with inconsequential argument and material that serves to obfuscate and distract."" They were Clare Montgomery, QC, Ian Winter, QC, Graham Harris, SC and Edward Fitzgerald, QC.",1
115,31355,"DirtyDeedsDoneDirtCheap:21The main objective of this project is to upload government policy, consultative documents, information and statistics on housing in the City University of Hong Kong Website. It also serves as an arena for dissemination of research and archives on housing.",1
116,31356,"By creating an on-line housing database, it will facilitate the local as well as overseas students, academics, practitioners and members of the public who are interested in housing to search for housing-related information of Hong Kong on the Internet.",1
